order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,morning_order,date_ordered
2808340,146836,prior,65,6,17,2,no,2025-01-03
1901113,61129,prior,19,6,16,5,no,2025-01-06
280652,111447,prior,22,0,12,7,no,2025-01-08
139493,167404,prior,8,6,18,5,no,2025-01-06
2961191,73785,prior,23,3,16,11,no,2025-01-12
2209294,84593,prior,12,1,16,18,no,2025-01-19
950452,102551,prior,17,0,10,5,yes,2025-01-06
3158640,129426,prior,8,6,19,6,no,2025-01-07
1604151,194100,prior,28,5,20,0,no,2025-01-01
2325466,204467,prior,17,2,18,2,no,2025-01-03
569472,153680,prior,41,4,08,3,yes,2025-01-04
2441946,114819,prior,3,0,13,30,no,2025-01-31
1235843,145695,prior,27,3,19,7,no,2025-01-08
21955,118491,prior,18,2,10,30,yes,2025-01-31
3089507,7440,prior,63,3,10,1,yes,2025-01-02
2264695,36689,prior,3,6,10,7,yes,2025-01-08
2676006,198103,prior,7,3,16,2,no,2025-01-03
1138283,168918,prior,2,0,20,4,no,2025-01-05
1268932,149388,prior,15,1,13,10,no,2025-01-11
2187308,158459,prior,3,0,10,30,yes,2025-01-31
2187275,146312,prior,11,2,20,5,no,2025-01-06
376913,133720,prior,26,5,13,10,no,2025-01-11
1808016,67736,prior,45,5,12,1,no,2025-01-02
1365874,6562,prior,16,1,23,4,no,2025-01-05
2447244,115386,prior,8,2,22,5,no,2025-01-06
1317679,171530,prior,32,1,19,3,no,2025-01-04
2501288,179225,prior,10,0,14,0,no,2025-01-01
2247716,64423,prior,6,1,14,5,no,2025-01-06
418901,130262,prior,20,1,13,7,no,2025-01-08
1572891,152990,test,23,3,20,16,no,2025-01-17
534479,77154,prior,21,3,12,30,no,2025-01-31
2219185,106832,prior,3,3,10,14,yes,2025-01-15
2087588,169546,prior,6,6,03,4,no,2025-01-05
2107061,35100,prior,36,3,13,2,no,2025-01-03
601478,120618,prior,24,4,17,4,no,2025-01-05
2339713,144522,prior,5,4,08,30,yes,2025-01-31
2282775,170848,prior,40,1,18,0,no,2025-01-01
326775,119289,prior,36,0,13,5,no,2025-01-06
3121357,4115,prior,30,0,22,3,no,2025-01-04
288199,143326,prior,4,5,11,17,no,2025-01-18
918256,194208,prior,4,0,12,7,no,2025-01-08
1058340,183849,prior,16,4,15,4,no,2025-01-05
2686239,199244,prior,13,6,09,15,yes,2025-01-16
2402400,196948,prior,12,0,07,22,yes,2025-01-23
2957495,43483,prior,9,5,09,8,yes,2025-01-09
846859,13703,prior,5,1,18,14,no,2025-01-15
2444537,189408,prior,76,3,16,1,no,2025-01-02
1353451,185637,prior,35,0,14,7,no,2025-01-08
3162320,41834,prior,10,3,09,12,yes,2025-01-13
825415,80605,prior,8,6,08,2,yes,2025-01-03
1992394,159443,prior,41,0,14,5,no,2025-01-06
3261574,199072,prior,13,2,10,4,yes,2025-01-05
508040,70324,prior,6,0,12,30,no,2025-01-31
2154615,83814,prior,8,2,13,7,no,2025-01-08
1505674,117240,prior,26,0,08,7,yes,2025-01-08
2321659,62819,prior,2,5,11,3,no,2025-01-04
128458,18925,prior,5,4,11,6,no,2025-01-07
872711,48825,train,8,0,15,5,no,2025-01-06
1777298,187281,prior,2,6,13,15,no,2025-01-16
1039512,40198,prior,6,4,18,16,no,2025-01-17
2981501,204296,prior,11,2,10,30,yes,2025-01-31
1076091,20687,prior,9,5,14,3,no,2025-01-04
2801010,23249,prior,8,0,10,5,yes,2025-01-06
1922258,108337,prior,5,6,10,6,yes,2025-01-07
2770039,195865,prior,2,4,13,9,no,2025-01-10
3085497,99368,prior,12,0,10,17,yes,2025-01-18
606294,12203,prior,4,6,16,29,no,2025-01-30
3023728,87513,prior,7,6,18,30,no,2025-01-31
483745,20261,prior,19,6,12,7,no,2025-01-08
2772486,7120,prior,80,4,07,5,yes,2025-01-06
1393701,29970,prior,13,0,09,8,yes,2025-01-09
2537956,79728,prior,16,6,18,2,no,2025-01-03
2409712,22199,prior,3,6,06,7,yes,2025-01-08
1557364,184624,prior,11,0,06,6,yes,2025-01-07
953104,48486,prior,30,1,18,0,no,2025-01-01
883131,186506,prior,69,4,12,6,no,2025-01-07
2997959,21837,prior,15,4,16,3,no,2025-01-04
3241538,188298,prior,46,5,08,5,yes,2025-01-06
2660664,126455,prior,37,3,15,3,no,2025-01-04
816477,1231,prior,11,1,17,16,no,2025-01-17
485652,25721,prior,10,5,00,5,no,2025-01-06
770984,188574,prior,15,4,16,12,no,2025-01-13
859449,152009,prior,9,3,14,14,no,2025-01-15
461815,8246,prior,7,1,12,28,no,2025-01-29
782810,195710,prior,7,5,14,2,no,2025-01-03
107997,60488,prior,3,5,15,10,no,2025-01-11
3172655,62615,prior,8,2,11,6,no,2025-01-07
376056,153064,prior,11,2,16,8,no,2025-01-09
2934791,79314,prior,77,5,07,3,yes,2025-01-04
1032468,84017,prior,56,1,11,2,no,2025-01-03
595459,164485,prior,33,1,07,6,yes,2025-01-07
3409535,9174,prior,13,6,11,3,no,2025-01-04
2725857,3509,prior,57,5,17,4,no,2025-01-05
2914638,148352,prior,14,0,08,21,yes,2025-01-22
1644960,100554,prior,5,0,11,30,no,2025-01-31
2082638,82388,prior,59,5,10,5,yes,2025-01-06
2247284,158841,prior,8,2,15,10,no,2025-01-11
746420,199134,prior,9,0,07,3,yes,2025-01-04
2754890,145933,prior,6,3,08,1,yes,2025-01-02
1350464,110265,prior,2,4,18,3,no,2025-01-04
777897,100185,prior,15,0,17,7,no,2025-01-08
3030789,97045,prior,2,4,17,2,no,2025-01-03
1860983,143584,prior,12,0,13,21,no,2025-01-22
3360748,138711,prior,93,6,12,1,no,2025-01-02
2729924,132698,prior,19,5,19,5,no,2025-01-06
1529274,193876,prior,4,5,08,17,yes,2025-01-18
1443395,11093,prior,3,0,15,30,no,2025-01-31
2611900,137463,prior,4,0,17,7,no,2025-01-08
1151816,33563,prior,4,2,10,8,yes,2025-01-09
779297,74778,prior,2,1,20,16,no,2025-01-17
3165662,198217,prior,24,3,19,0,no,2025-01-01
640848,21289,prior,6,3,15,23,no,2025-01-24
1646837,130549,prior,3,1,14,17,no,2025-01-18
3032671,193444,prior,2,0,12,8,no,2025-01-09
529635,40818,prior,9,0,20,6,no,2025-01-07
1230616,90071,prior,5,0,10,30,yes,2025-01-31
2546978,119687,prior,31,2,11,1,no,2025-01-02
1298441,103815,prior,5,5,10,30,yes,2025-01-31
1982096,130146,prior,7,2,21,3,no,2025-01-04
2149029,169384,prior,39,4,16,6,no,2025-01-07
1362222,197718,prior,2,1,11,7,no,2025-01-08
535465,84940,prior,3,4,09,14,yes,2025-01-15
2244508,152792,prior,9,0,14,13,no,2025-01-14
340343,124818,prior,13,1,08,12,yes,2025-01-13
2374885,77829,prior,9,1,16,7,no,2025-01-08
1686212,113767,prior,3,0,12,2,no,2025-01-03
1876725,185371,prior,92,6,08,3,yes,2025-01-04
1951816,108279,prior,4,5,07,19,yes,2025-01-20
2706452,56904,prior,2,1,10,14,yes,2025-01-15
1929342,17195,prior,4,3,08,11,yes,2025-01-12
723380,109681,prior,8,4,11,1,no,2025-01-02
532867,65556,prior,12,4,11,7,no,2025-01-08
672320,205796,prior,17,2,16,6,no,2025-01-07
303067,80203,prior,21,6,10,20,yes,2025-01-21
923747,112434,prior,21,0,15,7,no,2025-01-08
2752211,198673,prior,6,1,13,7,no,2025-01-08
844112,4098,prior,38,2,09,4,yes,2025-01-05
2334397,165965,prior,3,1,08,30,yes,2025-01-31
3337736,173054,prior,3,2,11,26,no,2025-01-27
2461513,164,prior,7,3,12,16,no,2025-01-17
1282274,206155,prior,4,6,09,3,yes,2025-01-04
213218,198517,prior,6,5,13,5,no,2025-01-06
2121448,192507,prior,10,4,13,25,no,2025-01-26
1528865,17006,prior,20,2,19,6,no,2025-01-07
1320131,131624,prior,8,0,12,30,no,2025-01-31
1112386,180876,prior,28,1,12,10,no,2025-01-11
2806690,19582,prior,40,2,08,0,yes,2025-01-01
417566,70364,prior,32,5,15,4,no,2025-01-05
2609145,135032,prior,7,1,19,2,no,2025-01-03
1957041,145072,prior,15,5,16,5,no,2025-01-06
124958,159129,prior,19,6,13,1,no,2025-01-02
2536664,61160,prior,16,3,15,9,no,2025-01-10
2763880,118669,prior,23,0,14,2,no,2025-01-03
2462476,187605,prior,10,5,18,3,no,2025-01-04
202775,72185,prior,47,3,09,5,yes,2025-01-06
9976,108635,prior,7,3,12,5,no,2025-01-06
636786,57538,prior,3,1,14,7,no,2025-01-08
2927851,107500,prior,8,6,19,5,no,2025-01-06
1952837,102772,prior,15,3,12,9,no,2025-01-10
196274,94258,prior,42,3,14,9,no,2025-01-10
1956714,109375,prior,4,4,13,6,no,2025-01-07
2647900,12520,prior,3,0,10,5,yes,2025-01-06
3281404,173982,prior,47,0,11,2,no,2025-01-03
2605745,126797,prior,7,1,08,15,yes,2025-01-16
2140921,111626,prior,6,6,10,7,yes,2025-01-08
2934700,2564,prior,7,5,06,17,yes,2025-01-18
2254735,32336,prior,29,0,15,5,no,2025-01-06
3379356,102915,prior,63,3,09,12,yes,2025-01-13
3170572,14795,prior,2,5,21,19,no,2025-01-20
1952570,8924,prior,16,0,14,12,no,2025-01-13
3019739,4735,prior,13,2,11,15,no,2025-01-16
791895,45892,prior,21,1,09,10,yes,2025-01-11
747810,93904,prior,7,1,10,22,yes,2025-01-23
1061817,83465,prior,3,2,18,30,no,2025-01-31
3215294,103005,prior,37,0,08,7,yes,2025-01-08
413161,149062,prior,13,4,19,3,no,2025-01-04
842501,94076,prior,11,3,09,6,yes,2025-01-07
1759196,43637,prior,4,3,15,17,no,2025-01-18
2542631,187354,prior,20,2,21,1,no,2025-01-02
1564081,74804,prior,7,6,07,3,yes,2025-01-04
204585,62205,prior,2,2,14,3,no,2025-01-04
1519361,126152,prior,12,2,18,1,no,2025-01-02
3307010,148201,prior,3,6,20,30,no,2025-01-31
527254,79750,prior,5,6,17,28,no,2025-01-29
1342478,177853,prior,8,5,13,9,no,2025-01-10
2493194,136404,prior,15,0,21,6,no,2025-01-07
3106647,180103,prior,93,6,13,0,no,2025-01-01
3082517,34056,prior,19,0,12,14,no,2025-01-15
3342612,182737,prior,9,1,11,11,no,2025-01-12
860688,24479,prior,8,0,15,8,no,2025-01-09
1038642,133679,prior,21,5,12,29,no,2025-01-30
2871043,162867,prior,25,3,09,2,yes,2025-01-03
2816930,7388,prior,15,0,12,3,no,2025-01-04
33969,108226,test,4,5,17,30,no,2025-01-31
1400650,141061,prior,13,1,11,1,no,2025-01-02
2159118,136834,prior,21,6,18,6,no,2025-01-07
1077376,157389,prior,19,1,08,7,yes,2025-01-08
2257693,204833,prior,3,6,10,7,yes,2025-01-08
1141214,184301,prior,65,1,08,11,yes,2025-01-12
35003,125525,prior,6,1,14,9,no,2025-01-10
3419845,10046,prior,37,6,13,2,no,2025-01-03
262352,116575,prior,3,6,18,19,no,2025-01-20
1736011,22787,prior,9,6,19,20,no,2025-01-21
2163067,75715,prior,9,1,14,25,no,2025-01-26
206076,57996,prior,33,4,13,8,no,2025-01-09
2600887,176670,prior,32,0,17,7,no,2025-01-08
1937526,1525,train,9,3,15,2,no,2025-01-03
362981,42410,prior,26,6,14,4,no,2025-01-05
2615433,179970,prior,33,1,18,6,no,2025-01-07
550656,33244,prior,35,0,23,3,no,2025-01-04
638565,848,prior,19,0,17,7,no,2025-01-08
418120,142436,prior,3,6,16,6,no,2025-01-07
3175212,126848,prior,34,3,13,1,no,2025-01-02
1372733,31791,prior,11,1,16,10,no,2025-01-11
1173210,10132,prior,40,3,07,5,yes,2025-01-06
2285152,53743,prior,25,1,11,21,no,2025-01-22
1858329,56833,prior,10,3,20,7,no,2025-01-08
2986894,70536,train,28,1,06,11,yes,2025-01-12
1040038,117994,prior,17,6,09,6,yes,2025-01-07
3214427,103038,prior,4,4,16,25,no,2025-01-26
1747674,166943,prior,55,3,12,4,no,2025-01-05
1594961,155084,test,14,1,10,30,yes,2025-01-31
2047333,50457,prior,9,5,21,11,no,2025-01-12
1939190,35706,prior,3,3,14,8,no,2025-01-09
412830,198919,prior,10,5,10,6,yes,2025-01-07
2769271,195406,prior,13,4,13,30,no,2025-01-31
883662,177804,prior,2,6,06,15,yes,2025-01-16
775846,120509,prior,19,1,21,1,no,2025-01-02
520525,106578,prior,52,3,14,5,no,2025-01-06
2915434,174046,prior,11,0,21,2,no,2025-01-03
392806,149281,prior,4,4,14,25,no,2025-01-26
2014020,195732,prior,6,4,00,20,no,2025-01-21
152777,138555,prior,15,3,17,3,no,2025-01-04
2059089,1197,prior,58,5,13,4,no,2025-01-05
1151662,38313,prior,37,0,12,5,no,2025-01-06
3384798,152222,train,12,0,19,27,no,2025-01-28
155730,203208,prior,41,5,10,3,yes,2025-01-04
2741833,196683,prior,10,4,09,4,yes,2025-01-05
2438366,83244,prior,19,5,20,8,no,2025-01-09
3116512,200230,prior,24,2,10,6,yes,2025-01-07
906550,22414,prior,27,3,16,3,no,2025-01-04
2205485,92427,prior,2,0,10,12,yes,2025-01-13
217107,158164,prior,18,2,18,3,no,2025-01-04
2450201,71818,prior,8,5,11,21,no,2025-01-22
1196305,102232,prior,2,1,13,30,no,2025-01-31
1143676,31752,prior,17,0,16,30,no,2025-01-31
3027531,75518,prior,42,0,09,7,yes,2025-01-08
55124,194,prior,7,5,18,30,no,2025-01-31
2465712,119748,prior,6,0,09,5,yes,2025-01-06
1063785,122037,prior,31,4,18,15,no,2025-01-16
2474690,38925,prior,3,2,11,30,no,2025-01-31
1890204,111293,prior,3,6,07,10,yes,2025-01-11
1594647,92043,prior,18,5,11,10,no,2025-01-11
1857123,23303,prior,19,4,10,17,yes,2025-01-18
161981,192165,prior,17,6,12,20,no,2025-01-21
1636319,87406,prior,69,3,08,1,yes,2025-01-02
787160,164485,prior,27,6,08,17,yes,2025-01-18
1565920,21319,prior,13,2,17,30,no,2025-01-31
3016456,174955,prior,3,4,12,30,no,2025-01-31
333866,107721,prior,7,5,18,27,no,2025-01-28
1538919,43613,prior,19,0,09,2,yes,2025-01-03
1992530,101937,prior,41,3,15,0,no,2025-01-01
2470964,64549,prior,2,5,14,30,no,2025-01-31
431821,105723,prior,24,1,18,6,no,2025-01-07
634155,76818,prior,2,3,08,18,yes,2025-01-19
3217206,161706,train,8,4,07,22,yes,2025-01-23
1252823,107475,prior,45,3,14,5,no,2025-01-06
2011602,171605,test,41,1,12,7,no,2025-01-08
1199062,106439,prior,8,0,18,7,no,2025-01-08
306474,194457,test,4,1,11,30,no,2025-01-31
606060,202803,train,8,0,17,30,no,2025-01-31
2134160,152144,prior,80,5,17,2,no,2025-01-03
1181607,90529,prior,27,3,10,14,yes,2025-01-15
2190684,184021,prior,80,1,11,3,no,2025-01-04
3350477,32975,prior,13,5,19,8,no,2025-01-09
229841,192463,train,33,1,07,5,yes,2025-01-06
3184029,83079,prior,14,5,16,5,no,2025-01-06
866876,9269,prior,2,6,12,13,no,2025-01-14
3167087,140263,prior,5,5,20,19,no,2025-01-20
1772331,41916,prior,6,5,15,30,no,2025-01-31
1811185,189862,prior,25,3,17,14,no,2025-01-15
2079624,78808,prior,22,3,10,9,yes,2025-01-10
236314,18692,prior,23,2,07,8,yes,2025-01-09
3248506,18225,prior,3,5,16,18,no,2025-01-19
533516,39921,prior,4,2,18,5,no,2025-01-06
296619,24657,prior,4,0,10,7,yes,2025-01-08
685969,145470,prior,5,4,08,30,yes,2025-01-31
433162,193047,prior,9,2,10,30,yes,2025-01-31
2329337,132154,prior,71,4,08,6,yes,2025-01-07
1496269,26367,prior,5,1,13,8,no,2025-01-09
414088,131157,prior,12,5,19,13,no,2025-01-14
722565,20570,prior,3,6,16,11,no,2025-01-12
2218785,203172,train,6,6,17,14,no,2025-01-15
2881961,38577,prior,11,2,18,2,no,2025-01-03
1438938,88135,prior,45,1,11,3,no,2025-01-04
1048986,113404,prior,4,2,10,30,yes,2025-01-31
977369,452,prior,23,0,18,4,no,2025-01-05
946681,179589,train,14,6,14,4,no,2025-01-05
3150114,172621,prior,57,5,19,3,no,2025-01-04
2733013,105846,prior,5,1,15,6,no,2025-01-07
1857904,55614,prior,9,3,18,30,no,2025-01-31
1681706,136826,prior,2,6,12,6,no,2025-01-07
2821149,129684,prior,11,5,15,30,no,2025-01-31
1408215,49355,prior,11,0,13,6,no,2025-01-07
960367,36663,prior,44,5,14,3,no,2025-01-04
588570,25770,prior,33,2,14,6,no,2025-01-07
2240595,22559,prior,6,1,10,22,yes,2025-01-23
1810563,146167,prior,8,4,15,15,no,2025-01-16
1409367,88662,prior,16,0,14,7,no,2025-01-08
2038218,72027,prior,7,3,09,6,yes,2025-01-07
1939078,190857,prior,9,2,15,4,no,2025-01-05
3373312,163279,train,16,0,20,30,no,2025-01-31
3332248,180217,prior,19,5,18,7,no,2025-01-08
1433045,28127,prior,4,2,23,1,no,2025-01-02
3123814,142254,test,21,0,09,21,yes,2025-01-22
515841,85462,prior,4,2,16,7,no,2025-01-08
1456444,160701,prior,6,6,12,7,no,2025-01-08
1407849,103802,prior,6,5,11,15,no,2025-01-16
1475822,160800,prior,5,3,13,18,no,2025-01-19
1522322,45693,prior,4,4,13,2,no,2025-01-03
1666533,42310,prior,19,6,11,9,no,2025-01-10
2924911,79280,prior,3,0,15,30,no,2025-01-31
2373191,171844,prior,11,3,18,2,no,2025-01-03
191081,52926,test,11,1,12,30,no,2025-01-31
707777,23861,prior,6,6,20,0,no,2025-01-01
713597,91062,prior,3,0,23,6,no,2025-01-07
1415752,133601,prior,20,0,21,3,no,2025-01-04
2641112,171203,prior,19,1,12,7,no,2025-01-08
1016636,36053,prior,11,4,17,20,no,2025-01-21
1485246,132377,prior,3,0,15,6,no,2025-01-07
2580378,175120,prior,62,5,12,3,no,2025-01-04
1682750,192797,prior,3,5,11,4,no,2025-01-05
1373446,162194,prior,3,6,16,1,no,2025-01-02
376511,137852,prior,26,5,13,6,no,2025-01-07
1147160,55725,prior,17,3,10,3,yes,2025-01-04
3338743,191172,prior,63,5,12,4,no,2025-01-05
1604521,186249,prior,5,0,16,15,no,2025-01-16
848243,21451,prior,32,2,20,2,no,2025-01-03
2706323,46860,prior,24,0,15,10,no,2025-01-11
2460656,48032,prior,35,0,20,3,no,2025-01-04
1592754,177689,prior,43,0,09,3,yes,2025-01-04
2029431,155796,prior,8,0,12,18,no,2025-01-19
113300,5148,prior,40,0,22,30,no,2025-01-31
1768010,151458,prior,26,4,15,4,no,2025-01-05
3364150,150755,prior,54,5,10,7,yes,2025-01-08
148070,34816,prior,15,2,13,15,no,2025-01-16
243433,180810,prior,9,2,09,8,yes,2025-01-09
2741899,146205,prior,3,1,13,19,no,2025-01-20
2904798,109810,prior,2,3,14,1,no,2025-01-02
1116373,75685,prior,34,1,11,2,no,2025-01-03
625209,50607,prior,40,0,16,4,no,2025-01-05
2201888,37499,prior,47,4,07,3,yes,2025-01-04
1934003,151143,prior,5,3,14,10,no,2025-01-11
2623723,141455,prior,2,3,21,3,no,2025-01-04
1092551,94890,prior,5,4,19,9,no,2025-01-10
3270575,126305,prior,34,5,13,7,no,2025-01-08
3403234,8094,prior,29,0,19,8,no,2025-01-09
3420098,5557,prior,34,5,15,0,no,2025-01-01
2712557,148074,test,8,0,11,10,no,2025-01-11
2829643,109818,train,17,4,16,7,no,2025-01-08
1214602,33346,prior,20,1,11,6,no,2025-01-07
2884373,101979,prior,12,4,19,6,no,2025-01-07
2758185,43143,prior,6,0,20,19,no,2025-01-20
969100,13908,prior,6,5,13,30,no,2025-01-31
3259450,109588,prior,5,4,23,6,no,2025-01-07
2521735,25449,prior,43,1,12,8,no,2025-01-09
1642840,46680,prior,5,1,13,3,no,2025-01-04
1343963,199329,prior,40,5,08,16,yes,2025-01-17
494933,147853,prior,38,2,14,12,no,2025-01-13
1823111,19432,prior,84,6,07,7,yes,2025-01-08
1682829,71962,train,13,3,21,11,no,2025-01-12
1630412,198206,prior,8,2,11,15,no,2025-01-16
266951,45569,train,10,2,16,5,no,2025-01-06
726002,41800,prior,18,1,07,3,yes,2025-01-04
658959,69182,prior,55,2,11,1,no,2025-01-02
1848912,195158,prior,6,6,09,13,yes,2025-01-14
1217520,48813,prior,4,3,13,12,no,2025-01-13
79779,144863,train,24,0,12,11,no,2025-01-12
2466278,49393,prior,12,2,12,8,no,2025-01-09
582405,121935,prior,3,3,09,13,yes,2025-01-14
1555901,52282,prior,4,2,09,30,yes,2025-01-31
2139424,163388,prior,22,5,08,1,yes,2025-01-02
467044,16718,prior,9,5,13,4,no,2025-01-05
1875311,47623,prior,2,1,17,22,no,2025-01-23
3244956,58685,train,30,2,14,5,no,2025-01-06
1506205,75415,prior,22,1,20,28,no,2025-01-29
147001,74565,prior,39,3,11,4,no,2025-01-05
2956591,94463,prior,29,5,10,4,yes,2025-01-05
2177738,180761,prior,11,6,10,10,yes,2025-01-11
2492593,77633,prior,4,0,12,30,no,2025-01-31
1606391,94613,prior,23,3,14,10,no,2025-01-11
3027165,182318,prior,11,6,13,14,no,2025-01-15
1478930,194154,prior,14,4,22,11,no,2025-01-12
2563445,167881,prior,2,5,08,30,yes,2025-01-31
2142224,148828,prior,8,0,10,7,yes,2025-01-08
1916740,178037,prior,5,0,10,30,yes,2025-01-31
2022392,161318,prior,19,5,07,9,yes,2025-01-10
2911583,76377,prior,5,0,23,7,no,2025-01-08
497376,181031,prior,3,5,11,30,no,2025-01-31
2185761,112336,prior,31,6,13,2,no,2025-01-03
1713728,58517,prior,23,0,14,4,no,2025-01-05
2302978,117831,prior,3,3,14,9,no,2025-01-10
2509670,58619,prior,7,2,07,18,yes,2025-01-19
2560297,115529,prior,39,4,11,7,no,2025-01-08
892759,113934,test,23,0,14,13,no,2025-01-14
2701840,25449,prior,47,4,14,5,no,2025-01-06
1204651,166269,prior,2,0,15,27,no,2025-01-28
3028039,16946,prior,26,5,16,8,no,2025-01-09
2551866,145025,prior,14,6,16,4,no,2025-01-05
771932,24539,prior,2,3,17,12,no,2025-01-13
476059,64722,prior,3,2,18,4,no,2025-01-05
1223240,11303,train,7,4,14,29,no,2025-01-30
2937071,50733,prior,63,6,12,4,no,2025-01-05
2969124,101001,prior,11,0,16,9,no,2025-01-10
688003,100947,prior,19,5,20,3,no,2025-01-04
2698846,131038,prior,11,4,22,4,no,2025-01-05
1456660,201446,prior,12,4,17,7,no,2025-01-08
2721688,121305,prior,2,5,19,2,no,2025-01-03
2170074,80837,prior,5,2,17,15,no,2025-01-16
560051,198937,prior,24,2,08,5,yes,2025-01-06
1870238,21913,prior,2,1,07,11,yes,2025-01-12
531415,187343,prior,13,2,07,29,yes,2025-01-30
1001664,162613,prior,5,6,17,7,no,2025-01-08
2347293,204726,prior,50,4,15,6,no,2025-01-07
741604,166431,prior,15,0,13,16,no,2025-01-17
2773282,58566,prior,6,2,10,8,yes,2025-01-09
2759809,5580,prior,39,2,14,4,no,2025-01-05
2770999,65047,prior,4,5,21,6,no,2025-01-07
3295241,81408,prior,4,4,13,19,no,2025-01-20
538686,197523,prior,5,3,12,7,no,2025-01-08
1898535,131753,prior,17,4,13,7,no,2025-01-08
153890,59106,prior,34,6,22,0,no,2025-01-01
3190720,55593,prior,12,0,11,2,no,2025-01-03
3201921,135071,prior,4,0,14,6,no,2025-01-07
2075859,52577,prior,10,1,16,12,no,2025-01-13
2250667,117426,prior,46,0,14,4,no,2025-01-05
2908785,148855,prior,2,0,07,1,yes,2025-01-02
2206197,101023,train,9,5,15,5,no,2025-01-06
3378399,86650,prior,4,5,13,21,no,2025-01-22
2784964,20439,prior,26,6,12,6,no,2025-01-07
2637448,79539,prior,4,3,12,30,no,2025-01-31
156114,125421,prior,15,1,19,2,no,2025-01-03
3292238,118860,prior,47,5,21,7,no,2025-01-08
2516402,114461,prior,4,2,09,11,yes,2025-01-12
809723,125407,prior,15,2,14,16,no,2025-01-17
2194208,14399,prior,47,1,14,4,no,2025-01-05
1019365,104848,prior,3,3,00,30,no,2025-01-31
2340856,205204,prior,2,0,15,9,no,2025-01-10
749679,137320,prior,25,2,12,0,no,2025-01-01
1815547,32480,prior,5,2,11,8,no,2025-01-09
2037042,114009,prior,8,5,08,7,yes,2025-01-08
3162005,85068,prior,6,5,09,29,yes,2025-01-30
2018518,8308,prior,23,0,09,9,yes,2025-01-10
3208959,51783,prior,10,0,10,21,yes,2025-01-22
741432,123460,prior,8,5,11,8,no,2025-01-09
44257,166696,prior,2,2,16,8,no,2025-01-09
2005492,16777,prior,4,1,16,25,no,2025-01-26
2434315,45827,prior,44,2,11,6,no,2025-01-07
1413912,97658,prior,9,0,10,28,yes,2025-01-29
144767,76350,prior,23,3,14,7,no,2025-01-08
1701361,201529,prior,11,1,15,6,no,2025-01-07
337739,15130,prior,48,0,11,5,no,2025-01-06
1024586,77575,prior,3,1,20,23,no,2025-01-24
3306685,28574,prior,4,3,10,30,yes,2025-01-31
2915189,61282,prior,7,1,14,7,no,2025-01-08
2318246,138433,prior,24,1,16,4,no,2025-01-05
2839608,76998,prior,11,1,14,4,no,2025-01-05
2974199,53088,prior,15,2,23,6,no,2025-01-07
770599,201534,prior,43,2,08,8,yes,2025-01-09
1109952,62289,prior,27,5,13,2,no,2025-01-03
1076137,44716,prior,9,3,10,25,yes,2025-01-26
2831508,206206,prior,55,0,16,13,no,2025-01-14
2619501,52529,prior,27,0,09,5,yes,2025-01-06
1952479,167823,prior,2,2,12,30,no,2025-01-31
3096627,81819,prior,9,1,10,6,yes,2025-01-07
686103,148159,prior,45,4,07,7,yes,2025-01-08
424504,160635,prior,5,2,10,30,yes,2025-01-31
664066,165551,prior,12,1,13,6,no,2025-01-07
1576739,171158,prior,6,4,13,9,no,2025-01-10
2796659,83509,prior,6,6,09,3,yes,2025-01-04
303410,88818,train,6,0,16,7,no,2025-01-08
2899178,91703,train,54,1,10,7,yes,2025-01-08
2219830,199852,prior,5,1,22,30,no,2025-01-31
1743580,55656,prior,12,1,10,7,yes,2025-01-08
104292,136448,prior,10,0,19,7,no,2025-01-08
2358559,11751,prior,24,0,18,8,no,2025-01-09
1100667,15459,prior,51,2,09,11,yes,2025-01-12
1926201,192458,prior,33,1,09,15,yes,2025-01-16
3246875,38991,prior,18,3,16,4,no,2025-01-05
1401750,26898,prior,12,1,13,3,no,2025-01-04
3227084,147256,prior,5,6,20,23,no,2025-01-24
569630,177724,prior,15,2,16,25,no,2025-01-26
525425,169432,prior,7,1,12,27,no,2025-01-28
2653154,83282,train,33,1,10,30,yes,2025-01-31
2048806,60753,prior,14,4,20,25,no,2025-01-26
379781,40504,prior,8,1,17,4,no,2025-01-05
2548878,154244,prior,53,3,09,9,yes,2025-01-10
653120,125011,prior,44,1,14,3,no,2025-01-04
1158018,192314,prior,9,0,14,8,no,2025-01-09
2143643,170519,prior,23,2,17,10,no,2025-01-11
541865,50193,prior,2,5,11,27,no,2025-01-28
1305399,14494,prior,13,4,19,12,no,2025-01-13
2035308,197377,prior,36,4,19,7,no,2025-01-08
449630,79400,prior,2,4,14,9,no,2025-01-10
634035,162843,prior,11,0,08,14,yes,2025-01-15
561083,175602,prior,23,1,20,7,no,2025-01-08
3145932,102671,prior,5,0,18,8,no,2025-01-09
744082,152767,prior,6,3,09,4,yes,2025-01-05
915529,122467,train,12,0,18,5,no,2025-01-06
3120225,119409,prior,2,2,13,8,no,2025-01-09
1834787,53072,prior,18,6,16,6,no,2025-01-07
647892,199718,prior,3,6,15,30,no,2025-01-31
1049593,194437,train,12,2,09,30,yes,2025-01-31
3212652,150622,prior,10,4,15,21,no,2025-01-22
1554845,100116,prior,36,4,09,7,yes,2025-01-08
2019808,131452,prior,34,0,11,10,no,2025-01-11
3011261,65056,prior,8,3,14,30,no,2025-01-31
1277704,149482,prior,12,2,14,3,no,2025-01-04
